1	59.29	17.98	2122
2	59.3022222222	17.98	2123
3	59.3144444444	17.98	1393
4	59.3266666667	17.98	1626
5	59.3388888889	17.98	1464
6	59.3511111111	17.98	1516
7	59.3633333333	17.98	1663
8	59.3755555556	17.98	1672
9	59.3877777778	17.98	2025
10	59.4	17.98	2342
11	59.29	17.9988888889	2104
12	59.3022222222	17.9988888889	1884
13	59.3144444444	17.9988888889	1714
14	59.3266666667	17.9988888889	1176
15	59.3388888889	17.9988888889	947
16	59.3511111111	17.9988888889	1264
17	59.3633333333	17.9988888889	1425
18	59.3755555556	17.9988888889	1549
19	59.3877777778	17.9988888889	1887
20	59.4	17.9988888889	2272
21	59.29	18.0177777778	1884
22	59.3022222222	18.0177777778	1542
23	59.3144444444	18.0177777778	1422
24	59.3266666667	18.0177777778	1006
25	59.3388888889	18.0177777778	730
26	59.3511111111	18.0177777778	1178
27	59.3633333333	18.0177777778	1170
28	59.3755555556	18.0177777778	1373
29	59.3877777778	18.0177777778	1747
30	59.4	18.0177777778	2169
31	59.29	18.0366666667	1781
32	59.3022222222	18.0366666667	1366
33	59.3144444444	18.0366666667	1083
34	59.3266666667	18.0366666667	498
35	59.3388888889	18.0366666667	521
36	59.3511111111	18.0366666667	917
37	59.3633333333	18.0366666667	996
38	59.3755555556	18.0366666667	1414
39	59.3877777778	18.0366666667	1711
40	59.4	18.0366666667	2052
41	59.29	18.0555555556	1640
42	59.3022222222	18.0555555556	1531
43	59.3144444444	18.0555555556	940
44	59.3266666667	18.0555555556	347
45	59.3388888889	18.0555555556	279
46	59.3511111111	18.0555555556	610
47	59.3633333333	18.0555555556	904
48	59.3755555556	18.0555555556	1187
49	59.3877777778	18.0555555556	1752
50	59.4	18.0555555556	1969
51	59.29	18.0744444444	1675
52	59.3022222222	18.0744444444	1333
53	59.3144444444	18.0744444444	826
54	59.3266666667	18.0744444444	304
55	59.3388888889	18.0744444444	350
56	59.3511111111	18.0744444444	703
57	59.3633333333	18.0744444444	1065
58	59.3755555556	18.0744444444	2008
59	59.3877777778	18.0744444444	1989
60	59.4	18.0744444444	2122
61	59.29	18.0933333333	1578
62	59.3022222222	18.0933333333	1427
63	59.3144444444	18.0933333333	957
64	59.3266666667	18.0933333333	551
65	59.3388888889	18.0933333333	655
66	59.3511111111	18.0933333333	1014
67	59.3633333333	18.0933333333	1324
68	59.3755555556	18.0933333333	99999
69	59.3877777778	18.0933333333	2461
70	59.4	18.0933333333	2372
71	59.29	18.1122222222	1887
72	59.3022222222	18.1122222222	1422
73	59.3144444444	18.1122222222	1267
74	59.3266666667	18.1122222222	837
75	59.3388888889	18.1122222222	732
76	59.3511111111	18.1122222222	1239
77	59.3633333333	18.1122222222	1379
78	59.3755555556	18.1122222222	1826
79	59.3877777778	18.1122222222	2411
80	59.4	18.1122222222	2424
81	59.29	18.1311111111	2589
82	59.3022222222	18.1311111111	1719
83	59.3144444444	18.1311111111	1563
84	59.3266666667	18.1311111111	1058
85	59.3388888889	18.1311111111	984
86	59.3511111111	18.1311111111	1427
87	59.3633333333	18.1311111111	99999
88	59.3755555556	18.1311111111	1879
89	59.3877777778	18.1311111111	2491
90	59.4	18.1311111111	99999
91	59.29	18.15	2257
92	59.3022222222	18.15	2051
93	59.3144444444	18.15	2343
94	59.3266666667	18.15	1071
95	59.3388888889	18.15	1847
96	59.3511111111	18.15	2167
97	59.3633333333	18.15	2119
98	59.3755555556	18.15	2172
99	59.3877777778	18.15	2492
100	59.4	18.15	7839
