131	59.2984615385	18.0235897436	1525	Upplagsvägen 34-38, 117 43 Stockholm, Sweden
132	59.2984615385	18.0279487179	1543	Transportvägen 5, 117 43 Stockholm, Sweden
133	59.2984615385	18.0323076923	1490	Svärdlångsvägen 64, 120 60 Årsta, Sweden
134	59.2984615385	18.0366666667	1477	Järnlundsvägen 31, 120 60 Årsta, Sweden
135	59.2984615385	18.041025641	1570	Skattungsvägen 1, 120 59 Årsta, Sweden
136	59.2984615385	18.0453846154	1488	Åmänningevägen 10, 120 57 Årsta, Sweden
137	59.2984615385	18.0497435897	1580	Bränningevägen 5, 120 54 Årsta, Sweden
138	59.2984615385	18.0541025641	1663	Hjälmarsvägen 16-18, 120 53 Årsta, Sweden
139	59.2984615385	18.0584615385	1638	Eklångsvägen 21, 120 51 Årsta, Sweden
140	59.2984615385	18.0628205128	1573	Sköntorpsvägen 42, 120 38 Årsta, Sweden
141	59.2984615385	18.0671794872	1530	Sköntorpsvägen 11, 120 38 Årsta, Sweden
142	59.2984615385	18.0715384615	1480	Sköntorpsplan, 120 38 Årsta, Sweden
143	59.2984615385	18.0758974359	N/A	N/A
144	59.2984615385	18.0802564103	1532	Gullmarsplan 3, 121 40 Johanneshov, Sweden
145	59.2984615385	18.0846153846	1404	Olaus Magnus väg 8, 121 40 Johanneshov, Sweden
146	59.2984615385	18.088974359	1556	Kalmgatan 3, 121 45 Johanneshov, Sweden
147	59.2984615385	18.0933333333	1630	Strahlenbergsgatan 22, 121 45 Johanneshov, Sweden
148	59.2984615385	18.0976923077	N/A	N/A
149	59.2984615385	18.1020512821	1728	Per Lindeströms väg 87, 121 46 Johanneshov, Sweden
150	59.2984615385	18.1064102564	1789	Sten Bergmans väg 23, 121 46 Johanneshov, Sweden
151	59.2984615385	18.1107692308	1939	Mariestadsvägen 27, 121 50 Johanneshov, Sweden
152	59.2984615385	18.1151282051	1693	Finn Malmgrens väg 83, 121 50 Johanneshov, Sweden
153	59.2984615385	18.1194871795	1728	Axvallsvägen 5, 121 50 Johanneshov, Sweden
154	59.2984615385	18.1238461538	1663	Axvallsvägen 5, 121 50 Johanneshov, Sweden
155	59.2984615385	18.1282051282	1741	Nacka, Sweden
156	59.2984615385	18.1325641026	1776	Långsjövägen 6, 131 33 Nacka, Sweden
157	59.2984615385	18.1369230769	1889	Nysätravägen 29, 131 33 Nacka, Sweden
158	59.2984615385	18.1412820513	1847	Ältavägen 98, 131 33 Nacka, Sweden
159	59.2984615385	18.1456410256	2038	260, 131 33 Nacka, Sweden
160	59.2984615385	18.15	2045	Hästhagsvägen 2, 131 33 Nacka, Sweden
161	59.3012820513	17.98	2150	Personnevägen, 129 35 Hägersten, Sweden
162	59.3012820513	17.9843589744	2052	Bokbindarvägen 47, 129 34 Hägersten, Sweden
163	59.3012820513	17.9887179487	2011	Boktryckarvägen 6, 129 33 Hägersten, Sweden
164	59.3012820513	17.9930769231	1979	Bäckvägen 93, 126 47 Hägersten, Sweden
165	59.3012820513	17.9974358974	1912	Pingstvägen 42-44, 126 36 Hägersten, Sweden
166	59.3012820513	18.0017948718	1801	Pingstvägen 5, 126 36 Hägersten, Sweden
167	59.3012820513	18.0061538462	1699	Vattenledningsvägen 69, 126 35 Hägersten, Sweden
168	59.3012820513	18.0105128205	1663	Svandammsvägen 26-28, 126 35 Hägersten, Sweden
169	59.3012820513	18.0148717949	1574	Nioörtsvägen 30, 126 32 Hägersten, Sweden
170	59.3012820513	18.0192307692	1591	Midsommarslingan 1, 126 30 Hägersten, Sweden
